ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
37,NORTH CAROLINA,NC,37001,Alamance,37001021801,"Census Tract 218.01, Alamance County, North Carolina",31.309539753638,4459,379,2077,82,1864,106,582,349,38,29,33165,3887,258,100,944,169,929,239,677,148,101,45,334,599,0,48,14,24,210,88,11,20,73,51,0,12,13.1,7.5,1.7,1.3,33165.0,3887.0,7.8,2.8,21.2,4.3,20.8,5.1,15.3,3.6,5.4,2.4,7.5,13.4,0.0,1.1,0.7,1.2,10.1,4.1,0.6,1.1,3.9,2.7,0.0,0.3,0.4452,0.0503,0.2721,0.312,1.0796,0.2249,0.8157,0.3959,0.5838,0.2571,2.0525,0.5118,0.0917,0.0,0.0917,0.0442,0.3779,0.5499,0.2525,0.4267,0.0,1.607,0.1886,4.8308,0.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,235,11.2,4.9,2725
37,NORTH CAROLINA,NC,37001,Alamance,37001021802,"Census Tract 218.02, Alamance County, North Carolina",28.023902081506,3686,261,1587,90,1493,115,400,193,37,38,24702,2407,271,95,426,64,908,129,562,127,221,111,268,397,0,48,0,17,494,130,0,17,73,58,0,12,10.9,5.3,1.9,1.9,24702.0,2407.0,10.4,3.6,11.6,1.8,24.6,3.0,15.2,3.3,14.8,7.4,7.3,10.8,0.0,1.4,0.0,1.1,31.1,7.8,0.0,1.1,4.9,3.9,0.0,0.3,0.3491,0.0642,0.5447,0.4221,1.3801,0.31,0.2608,0.6885,0.576,0.8456,2.3709,0.7423,0.0857,0.0,0.0857,0.0415,0.0,0.8669,0.0,0.5312,0.0,1.3981,0.1429,5.2348,0.2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,251,16.1,6.5,1265
37,NORTH CAROLINA,NC,37001,Alamance,37001021803,"Census Tract 218.03, Alamance County, North Carolina",36.609059202834,2953,269,1239,83,1150,89,220,146,43,38,22034,1932,273,100,418,70,600,130,408,117,70,63,274,391,0,48,0,17,341,82,6,16,41,30,15,11,7.5,5.0,2.7,2.3,22034.0,1932.0,12.8,4.7,14.2,2.5,20.3,4.0,13.8,3.8,6.1,5.5,9.3,13.2,0.0,1.7,0.0,1.4,27.5,6.8,0.5,1.4,3.6,2.5,0.5,0.4,0.2099,0.1311,0.6983,0.524,1.5633,0.3582,0.3917,0.3512,0.4831,0.3129,1.5389,0.1986,0.1244,0.0,0.1244,0.0576,0.0,0.8212,0.2309,0.3971,0.5968,2.046,0.3417,5.2726,0.2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,156,17.1,5.1,1445
37,NORTH CAROLINA,NC,37001,Alamance,37001021901,"Census Tract 219.01, Alamance County, North Carolina",21.404067074804,4561,454,2034,96,1780,130,295,141,123,79,33416,6416,372,153,747,145,1014,221,603,140,29,27,656,587,43,61,0,17,467,127,38,35,9,15,0,12,6.5,3.1,5.2,3.3,33416.0,6416.0,11.3,4.4,16.4,3.6,22.2,4.3,13.2,3.1,1.6,1.5,14.4,12.8,1.0,1.4,0.0,0.8,23.0,6.0,2.1,2.0,0.5,0.8,0.0,0.3,0.1706,0.4349,0.2652,0.4608,1.3315,0.2943,0.5387,0.5055,0.4406,0.0415,1.5263,0.194,0.2235,0.4373,0.6608,0.2995,0.0,0.7579,0.5585,0.0467,0.0,1.3631,0.135,4.8817,0.1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,222,10.4,4.4,3888
37,NORTH CAROLINA,NC,37001,Alamance,37001021902,"Census Tract 219.02, Alamance County, North Carolina",47.169485970716,4466,381,1931,83,1805,115,183,88,62,47,34747,9093,350,129,666,112,1002,168,725,187,113,65,1005,590,0,48,0,17,614,137,19,23,78,54,0,12,4.1,2.1,2.6,2.0,34747.0,9093.0,11.4,4.3,14.9,2.8,22.4,3.2,16.2,3.9,6.3,3.6,22.5,13.1,0.0,1.1,0.0,0.9,31.8,6.9,1.1,1.3,4.3,3.1,0.0,0.3,0.0814,0.1214,0.2403,0.4654,0.9085,0.1772,0.4323,0.523,0.6416,0.329,1.9259,0.4236,0.3682,0.0,0.3682,0.1488,0.0,0.8785,0.3631,0.4716,0.0,1.7132,0.2219,4.9158,0.1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,155,9.2,3.6,2007
37,NORTH CAROLINA,NC,37001,Alamance,37001022001,"Census Tract 220.01, Alamance County, North Carolina",11.353021972808,4044,349,1639,83,1595,102,316,130,136,76,30981,4047,413,121,606,75,925,143,530,138,147,65,1065,464,127,110,10,19,283,87,23,23,35,27,0,12,7.8,3.4,6.2,3.0,30981.0,4047.0,14.9,4.2,15.0,1.7,22.9,2.9,13.1,3.0,9.2,4.1,26.3,11.3,3.3,2.9,0.6,1.2,17.3,5.0,1.4,1.5,2.2,1.7,0.0,0.3,0.2205,0.5485,0.3229,0.6041,1.696,0.3975,0.4406,0.5664,0.4319,0.5613,2.0002,0.479,0.4318,0.7636,1.1954,0.6387,0.3594,0.6784,0.429,0.245,0.0,1.7118,0.221,6.6034,0.3966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,130,8.0,3.2,2442
37,NORTH CAROLINA,NC,37001,Alamance,37001022002,"Census Tract 220.02, Alamance County, North Carolina",21.215978257708,4216,323,1903,76,1755,96,490,240,139,67,30020,4137,511,187,737,155,925,176,580,164,129,85,1053,393,111,96,42,44,601,106,35,38,81,56,0,12,11.6,5.2,6.5,3.1,30020.0,4137.0,16.4,5.8,17.5,3.7,21.9,3.8,13.8,3.6,7.4,4.9,25.0,9.1,2.8,2.4,2.2,2.4,31.6,5.6,2.0,2.2,4.6,3.2,0.0,0.3,0.3814,0.5789,0.3533,0.6567,1.9703,0.484,0.6083,0.4834,0.4831,0.4166,1.9914,0.4707,0.4143,0.7134,1.1277,0.5959,0.5088,0.8752,0.5424,0.5025,0.0,2.4289,0.5224,7.5183,0.5414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,137,11.7,3.3,2297
37,NORTH CAROLINA,NC,37003,Alexander,37003040100,"Census Tract 401, Alexander County, North Carolina",59.982910573078,3091,282,1599,59,1224,109,198,102,54,39,29585,5302,556,130,537,94,580,114,457,103,15,25,73,406,15,53,4,13,610,131,24,21,37,29,15,20,6.4,3.3,3.2,2.2,29585.0,5302.0,24.8,5.0,17.4,3.2,18.8,3.3,14.8,3.4,1.2,2.1,2.4,13.2,0.5,1.8,0.3,0.9,38.1,8.1,2.0,1.7,3.0,2.3,0.5,0.6,0.1674,0.1851,0.3658,0.9065,1.6248,0.3748,0.5995,0.2525,0.5515,0.0253,1.4288,0.1529,0.0074,0.3051,0.3125,0.1244,0.3106,0.9298,0.5424,0.3375,0.5968,2.7171,0.6463,6.0832,0.3142,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,415,130,13.4,4.0,930
37,NORTH CAROLINA,NC,37003,Alexander,37003040200,"Census Tract 402, Alexander County, North Carolina",65.89910750345,3952,292,1876,84,1582,123,471,195,110,63,24026,3114,615,141,912,109,762,153,723,149,35,26,290,401,0,48,0,17,589,149,6,15,28,18,0,12,11.9,5.0,5.8,3.1,24026.0,3114.0,21.4,4.5,23.1,2.7,19.3,3.6,18.3,3.7,2.2,1.7,7.3,10.2,0.0,1.3,0.0,0.9,31.4,7.3,0.4,1.0,1.8,1.2,0.0,0.3,0.3944,0.5023,0.5789,0.8267,2.3023,0.5895,0.8705,0.2917,0.7672,0.0719,2.0013,0.4794,0.0857,0.0,0.0857,0.0415,0.0,0.8729,0.2097,0.1951,0.0,1.2777,0.1174,5.667,0.2638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,140,8.9,3.5,1916
37,NORTH CAROLINA,NC,37003,Alexander,37003040300,"Census Tract 403, Alexander County, North Carolina",28.189518989998,3049,304,1402,77,1170,92,664,250,79,50,21909,2947,444,137,580,125,674,136,761,150,87,60,125,420,0,48,0,17,579,115,29,24,34,35,15,17,21.8,8.2,5.5,3.3,21909.0,2947.0,20.3,6.1,19.0,4.2,22.1,3.9,25.0,4.9,7.4,5.1,4.1,13.8,0.0,1.6,0.0,1.2,41.3,7.6,2.5,2.1,2.9,2.9,0.5,0.6,0.7466,0.4709,0.703,0.7908,2.7113,0.7316,0.7037,0.4986,0.9732,0.4166,2.5921,0.8517,0.029,0.0,0.029,0.018,0.0,0.9529,0.6244,0.3241,0.5968,2.4982,0.5539,7.8306,0.5882,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,243,113,8.0,3.4,1606
37,NORTH CAROLINA,NC,37003,Alexander,37003040400,"Census Tract 404, Alexander County, North Carolina",19.925175564878,6691,463,2958,127,2481,176,1172,301,304,151,22020,3297,790,260,1460,221,1592,225,1056,245,262,115,1821,602,93,139,63,40,795,184,105,88,224,101,212,104,18.1,4.6,10.4,4.7,22020.0,3297.0,17.6,5.3,21.8,3.1,23.8,2.9,16.3,3.4,10.6,4.6,27.2,8.8,1.5,2.3,2.1,1.4,26.9,6.1,4.2,3.6,9.0,4.1,3.2,1.5,0.6445,0.8403,0.6997,0.7032,2.8877,0.7811,0.8364,0.6378,0.6508,0.6594,2.7844,0.9215,0.4452,0.5429,0.9881,0.5088,0.5023,0.8133,0.829,0.7702,0.8479,3.7627,0.9741,10.4229,0.8973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,217,9.1,3.2,9721
37,NORTH CAROLINA,NC,37003,Alexander,37003040500,"Census Tract 405, Alexander County, North Carolina",42.916280933706,7579,658,3160,138,2647,219,1276,599,285,153,23565,5375,1012,316,1254,186,1687,271,1443,290,316,168,1355,901,383,251,0,24,1114,262,94,86,85,59,0,17,16.9,7.5,8.1,4.2,23565.0,5375.0,18.9,5.4,16.5,2.3,22.3,3.0,19.0,3.9,11.9,6.3,17.9,11.8,5.3,3.5,0.0,0.8,35.3,8.1,3.6,3.3,3.2,2.3,0.0,0.2,0.595,0.7096,0.6093,0.7438,2.6577,0.7177,0.5461,0.5157,0.806,0.7327,2.6005,0.8559,0.2889,0.8788,1.1677,0.6198,0.0,0.9104,0.7682,0.3597,0.0,2.0383,0.3366,8.4642,0.6701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1187,346,15.7,4.1,5752
37,NORTH CAROLINA,NC,37003,Alexander,37003040600,"Census Tract 406, Alexander County, North Carolina",27.537703138006,6142,436,2371,95,2000,153,428,184,166,82,21585,2559,894,213,980,169,1012,201,1082,363,90,59,899,633,12,68,0,24,1047,211,24,39,28,30,1084,176,8.5,3.7,6.0,2.9,21585.0,2559.0,19.2,4.1,16.0,2.7,16.5,3.1,21.4,7.6,4.5,2.9,14.6,10.3,0.2,1.1,0.0,1.0,44.2,8.5,1.2,2.0,1.4,1.5,17.6,2.6,0.251,0.5245,0.7191,0.7581,2.2527,0.5766,0.5134,0.1452,0.8998,0.1903,1.7487,0.3196,0.2276,0.1862,0.4138,0.1682,0.0,0.969,0.3848,0.1461,0.9608,2.4607,0.5354,6.8759,0.4419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,405,178,8.0,3.5,4121
37,NORTH CAROLINA,NC,37003,Alexander,37003040700,"Census Tract 407, Alexander County, North Carolina",15.534239450224,6615,471,3033,102,2618,170,1124,449,172,133,29618,3711,613,237,1366,152,1311,160,988,258,107,77,311,664,33,75,0,24,377,170,111,73,62,52,0,17,17.1,7.0,5.4,4.2,29618.0,3711.0,12.5,4.7,20.7,2.4,19.8,2.0,14.9,3.6,4.1,3.0,4.7,10.0,0.5,1.2,0.0,0.8,12.4,5.5,4.2,2.8,2.4,2.0,0.0,0.3,0.6038,0.4571,0.363,0.5138,1.9377,0.4734,0.7931,0.3207,0.5584,0.1641,1.8363,0.3691,0.041,0.3051,0.3461,0.1364,0.0,0.598,0.829,0.2686,0.0,1.6956,0.2178,5.8157,0.2827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,242,10.2,3.3,3565
37,NORTH CAROLINA,NC,37005,Alleghany,37005950100,"Census Tract 9501, Alleghany County, North Carolina",91.440672181802,3961,315,3417,107,1739,137,861,286,135,81,22904,2443,774,196,1000,137,552,126,908,212,103,75,161,443,61,74,5,15,594,140,22,26,35,23,4,5,21.7,6.9,7.3,4.2,22904.0,2443.0,25.3,5.5,25.2,3.4,13.9,3.0,22.9,4.7,5.9,4.3,4.1,11.2,1.6,1.9,0.1,0.4,17.4,4.0,1.3,1.5,2.0,1.4,0.1,0.1,0.7434,0.6514,0.6444,0.9143,2.9535,0.8001,0.9129,0.0783,0.9381,0.2991,2.2284,0.636,0.029,0.5636,0.5926,0.2558,0.3014,0.6811,0.4023,0.215,0.3544,1.9542,0.3033,7.7287,0.572,0,0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,3,510,162,12.9,3.7,2994
37,NORTH CAROLINA,NC,37005,Alleghany,37005950200,"Census Tract 9502, Alleghany County, North Carolina",29.972987448726,4075,311,2222,99,1648,165,1339,329,69,43,18643,2257,692,142,899,108,1038,146,756,130,211,84,937,426,49,66,39,24,338,108,24,23,124,51,143,96,33.9,7.4,4.3,2.5,18643.0,2257.0,25.1,4.2,22.1,2.7,25.5,3.0,19.1,3.0,12.8,5.0,23.0,10.3,1.3,1.7,1.8,1.1,15.2,4.8,1.5,1.4,7.5,3.1,3.5,2.3,0.9256,0.3232,0.8455,0.9129,3.0072,0.8121,0.8452,0.7359,0.812,0.7719,3.165,0.9875,0.376,0.5055,0.8815,0.435,0.4843,0.6405,0.4498,0.712,0.8608,3.1474,0.8248,10.2011,0.8709,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,441,153,11.2,3.7,5592
37,NORTH CAROLINA,NC,37005,Alleghany,37005950300,"Census Tract 9503, Alleghany County, North Carolina",112.989248740962,2937,279,2521,110,1359,141,473,195,80,52,22614,2504,460,133,903,131,353,120,869,158,28,32,327,368,32,67,0,17,460,129,12,24,26,24,16,14,16.1,6.0,5.7,3.5,22614.0,2504.0,19.0,4.9,30.7,4.8,12.0,3.9,29.6,5.2,2.1,2.3,11.1,12.5,1.1,2.4,0.0,0.7,18.2,5.1,0.9,1.8,1.9,1.8,0.5,0.5,0.5659,0.4912,0.6637,0.7498,2.4706,0.6478,0.9599,0.0539,0.9977,0.0668,2.0783,0.5279,0.1636,0.4696,0.6332,0.282,0.0,0.6918,0.3221,0.2067,0.5968,1.8174,0.2552,6.9995,0.4563,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,260,116,8.9,3.7,1635
37,NORTH CAROLINA,NC,37007,Anson,37007920100,"Census Tract 9201, Anson County, North Carolina",101.634836414852,2749,428,1493,132,1220,154,420,197,79,59,23263,3409,423,168,541,90,508,155,648,167,89,56,1190,539,0,48,0,17,388,115,27,37,70,54,0,12,15.4,6.5,6.5,4.5,23263.0,3409.0,20.0,7.6,19.7,4.1,18.5,4.8,23.6,6.4,7.3,4.5,43.3,18.4,0.0,1.8,0.0,1.1,26.0,7.4,2.2,3.0,5.7,4.4,0.0,0.4,0.5409,0.5789,0.6268,0.782,2.5286,0.6696,0.7438,0.2318,0.9506,0.4074,2.3336,0.7169,0.6581,0.0,0.6581,0.2959,0.0,0.7999,0.576,0.601,0.0,1.9769,0.3135,7.4972,0.5382,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,223,132,8.1,4.4,2075
37,NORTH CAROLINA,NC,37007,Anson,37007920200,"Census Tract 9202, Anson County, North Carolina",68.20411906886,1867,275,872,100,720,105,244,122,66,41,21076,3357,277,109,336,85,380,127,305,127,68,41,1149,313,27,51,0,17,305,97,60,48,39,29,0,12,13.1,6.3,7.5,4.5,21076.0,3357.0,19.9,6.2,18.0,4.6,20.4,6.1,16.3,6.1,9.4,5.7,61.5,14.2,1.5,2.8,0.0,1.9,35.0,9.6,8.3,6.6,5.4,4.0,0.0,0.6,0.4452,0.6648,0.7445,0.777,2.6315,0.7085,0.6438,0.3608,0.6508,0.5751,2.2305,0.6393,0.8207,0.5429,1.3636,0.7346,0.0,0.9067,0.9641,0.5779,0.0,2.4487,0.5312,8.6743,0.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,279,113,14.9,5.6,1058
37,NORTH CAROLINA,NC,37007,Anson,37007920300,"Census Tract 9203, Anson County, North Carolina",122.42554841619,7559,434,2824,280,2329,307,820,323,245,106,18367,2537,1129,243,1096,175,1341,220,1037,234,150,84,3034,582,23,66,0,24,951,179,119,60,135,76,1566,549,13.7,4.8,8.5,3.4,18367.0,2537.0,20.6,4.0,14.5,2.3,17.7,2.7,17.3,3.1,6.4,3.5,40.1,7.4,0.3,0.9,0.0,0.8,33.7,5.6,5.1,2.5,5.8,2.9,20.7,7.2,0.473,0.7415,0.8565,0.8032,2.8742,0.7765,0.4088,0.1959,0.7118,0.3387,1.6552,0.2633,0.6194,0.224,0.8434,0.4161,0.0,0.8942,0.8802,0.607,0.9673,3.3487,0.8816,8.7215,0.7066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,682,284,11.4,4.6,5922
37,NORTH CAROLINA,NC,37007,Anson,37007920400,"Census Tract 9204, Anson County, North Carolina",41.027661070196,3404,335,1437,129,1228,132,1189,290,191,137,18025,4009,340,131,391,93,1108,229,509,159,293,107,2610,370,0,48,52,48,100,64,38,57,192,105,0,12,34.9,8.8,11.7,7.9,18025.0,4009.0,17.3,6.3,11.5,2.8,32.5,5.9,15.0,4.7,23.9,8.3,76.7,7.8,0.0,1.5,3.6,3.4,7.0,4.4,3.1,4.7,15.6,8.3,0.0,0.4,0.9316,0.8901,0.8695,0.6903,3.3815,0.9107,0.2571,0.9682,0.5635,0.9793,2.7681,0.9159,0.9069,0.0,0.9069,0.4507,0.5779,0.4963,0.7074,0.9126,0.0,2.6942,0.6352,9.7507,0.8325,1,0,0,0,1,0,1,0,1,2,1,0,1,0,0,0,1,0,1,5,428,240,12.6,6.9,3212
37,NORTH CAROLINA,NC,37007,Anson,37007920500,"Census Tract 9205, Anson County, North Carolina",35.424569309602,5801,429,2758,213,2271,212,1479,532,422,193,21279,3192,695,254,1178,164,893,252,1122,265,170,92,3768,532,7,67,80,75,323,149,9,25,349,160,267,153,26.6,9.1,14.5,7.1,21279.0,3192.0,16.0,5.7,20.3,2.7,15.4,4.2,20.1,4.7,7.5,4.0,65.0,7.8,0.1,1.2,2.9,2.7,11.7,5.4,0.4,1.1,15.4,6.6,4.6,2.6,0.8442,0.9483,0.7371,0.6396,3.1692,0.8533,0.7724,0.1111,0.8536,0.424,2.1611,0.5917,0.8406,0.1705,1.0111,0.5258,0.5452,0.5818,0.2097,0.9108,0.8871,3.1346,0.8197,9.476,0.8001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,783,300,14.0,5.3,7624
37,NORTH CAROLINA,NC,37007,Anson,37007920600,"Census Tract 9206, Anson County, North Carolina",162.744227372274,3926,493,2210,162,1748,208,495,205,136,77,20971,2388,658,214,801,147,706,171,574,165,151,83,2267,581,267,157,0,17,862,184,30,30,193,100,5,7,12.6,4.9,6.9,3.9,20971.0,2388.0,23.6,7.1,20.4,3.7,18.0,3.7,14.6,4.4,8.6,4.7,57.7,12.9,7.0,4.1,0.0,0.8,39.0,8.5,1.7,1.7,11.0,5.6,0.1,0.2,0.4249,0.6187,0.7505,0.8866,2.6807,0.7242,0.7783,0.2101,0.5381,0.5106,2.0371,0.5021,0.7871,0.9226,1.7097,0.9088,0.0,0.9372,0.488,0.8299,0.3544,2.6095,0.5987,9.037,0.7455,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,478,175,12.2,4.2,1773
37,NORTH CAROLINA,NC,37009,Ashe,37009970200,"Census Tract 9702, Ashe County, North Carolina",54.524078102744,2879,297,1687,80,1224,110,536,210,62,50,20793,3826,438,125,589,104,499,131,465,122,87,59,243,422,0,48,67,74,493,121,31,25,95,56,0,12,18.7,6.8,4.3,3.4,20793.0,3826.0,21.5,5.9,20.5,3.3,17.3,4.2,16.3,4.0,7.1,4.8,8.4,14.7,0.0,1.7,4.0,4.4,29.2,7.1,2.5,2.1,7.8,4.6,0.0,0.4,0.6607,0.3232,0.7588,0.829,2.5717,0.6858,0.782,0.1783,0.6508,0.3912,2.0023,0.4808,0.1092,0.0,0.1092,0.0512,0.5982,0.842,0.6244,0.7282,0.0,2.7928,0.6838,7.476,0.5359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,118,12.6,3.9,1477
37,NORTH CAROLINA,NC,37009,Ashe,37009970300,"Census Tract 9703, Ashe County, North Carolina",82.692562641884,2546,237,1560,86,1141,113,638,199,41,40,18701,2434,446,103,647,128,494,116,560,140,124,80,34,338,0,48,0,17,415,115,0,17,55,34,0,12,25.1,7.4,3.8,3.7,18701.0,2434.0,23.9,5.4,25.4,4.6,19.4,4.2,22.0,5.6,10.9,7.0,1.3,13.3,0.0,2.0,0.0,1.1,26.6,7.1,0.0,1.5,4.8,2.9,0.0,0.5,0.8137,0.2599,0.8441,0.8922,2.8099,0.7584,0.9152,0.2968,0.9187,0.6793,2.81,0.9293,0.0018,0.0,0.0018,0.0014,0.0,0.8073,0.0,0.5224,0.0,1.3297,0.1281,6.9514,0.4503,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,418,124,16.4,4.9,851
37,NORTH CAROLINA,NC,37009,Ashe,37009970400,"Census Tract 9704, Ashe County, North Carolina",32.33741702312,4765,398,2558,100,2057,163,800,342,157,84,23132,2194,557,168,938,155,1073,203,835,156,126,71,303,567,37,60,70,37,629,177,34,31,159,63,28,13,16.9,6.7,7.0,3.7,23132.0,2194.0,16.1,4.7,19.7,3.5,22.5,3.8,17.5,3.3,6.1,3.4,6.4,11.9,0.8,1.4,2.7,1.5,24.6,6.7,1.7,1.5,7.7,3.1,0.6,0.3,0.595,0.627,0.6328,0.6461,2.5009,0.6585,0.7438,0.529,0.7247,0.3129,2.3104,0.6988,0.0682,0.382,0.4502,0.1857,0.5369,0.7842,0.488,0.7217,0.6258,3.1566,0.8285,8.4181,0.6645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,194,10.6,3.9,4997
37,NORTH CAROLINA,NC,37009,Ashe,37009970500,"Census Tract 9705, Ashe County, North Carolina",41.741921198648,6025,431,3761,136,2693,212,1475,389,252,130,19110,1570,878,224,1516,172,1065,172,972,233,326,142,819,603,103,94,206,68,780,203,26,27,284,127,280,136,25.7,6.6,8.4,4.1,19110.0,1570.0,19.1,4.6,25.2,3.1,17.7,2.6,16.8,4.0,12.1,5.2,13.6,10.0,1.8,1.6,5.5,1.8,20.7,5.4,1.0,1.0,10.5,4.5,4.6,2.2,0.8239,0.7313,0.8293,0.7539,3.1384,0.845,0.9129,0.1959,0.6818,0.7415,2.5321,0.8273,0.2147,0.5926,0.8073,0.3894,0.6419,0.726,0.3406,0.816,0.8871,3.4116,0.9015,9.8894,0.8468,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,991,247,17.1,3.8,8807
37,NORTH CAROLINA,NC,37009,Ashe,37009970700,"Census Tract 9707, Ashe County, North Carolina",91.873207966628,5449,469,4358,133,2386,267,335,214,47,65,34879,6879,393,179,1458,222,814,161,634,192,0,24,317,661,23,69,47,76,534,194,0,24,0,17,38,17,6.1,3.8,1.8,2.4,34879.0,6879.0,8.9,3.9,26.8,3.8,14.9,2.7,11.6,3.5,0.0,1.0,5.8,12.1,0.4,1.3,1.1,1.8,12.3,4.4,0.0,1.0,0.0,1.5,0.7,0.3,0.1558,0.0591,0.2375,0.3535,0.8059,0.149,0.9327,0.0986,0.3436,0.0,1.3749,0.1339,0.0599,0.2687,0.3286,0.1295,0.423,0.5961,0.0,0.0,0.6456,1.6647,0.2057,4.1741,0.0925,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,444,174,8.1,3.1,2316
37,NORTH CAROLINA,NC,37009,Ashe,37009970800,"Census Tract 9708, Ashe County, North Carolina",121.89119676176,5122,428,3725,97,2304,235,964,433,45,55,23629,2852,475,186,1279,228,948,174,700,182,204,143,270,605,55,108,120,118,969,278,0,24,136,103,84,100,18.9,7.9,1.7,2.1,23629.0,2852.0,12.4,4.7,25.0,4.1,18.5,3.0,13.7,3.6,8.9,6.1,5.3,11.8,1.1,2.2,3.2,3.2,26.0,7.6,0.0,1.0,5.9,4.4,1.6,1.9,0.6694,0.0503,0.6065,0.5092,1.8354,0.4368,0.9074,0.2318,0.4758,0.5387,2.1537,0.5857,0.0507,0.4696,0.5203,0.2161,0.5576,0.7999,0.0,0.6121,0.7594,2.729,0.6542,7.2384,0.5016,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,439,193,8.6,3.6,2291
